Qtde Declarantes,Instrução,Médicas,Bens e Direitos,ano,Municipio,UF,chave,Total Rend,Total Rend por declarante,Instrução por declarante,Médicas por declarante,Bens e Direitos por declarante
822,321546.17000000004,1119321.33,55465966.04,2015,ALCOBACA,BA,2015ALCOBACABA,41385856.01,50347.75670316302,391.1753892944039,1361.7047810218978,67476.84433090025
526,406658.85000000003,569595.88,5840773.63,2015,ALCANTARA,MA,2015ALCANTARAMA,22596985.910000004,42960.04925855514,773.1156844106464,1082.8819011406845,11104.132376425854
324,142499.98,81948.37000000001,8252217.02,2015,ALCANTARAS,CE,2015ALCANTARASCE,10445144.7,32238.100925925926,439.8147530864197,252.92706790123455,25469.80561728395
318,262674.05,372803.93,6601592.82,2015,ALDEIAS ALTAS,MA,2015ALDEIAS ALTASMA,13210296.069999998,41541.811540880495,826.0190251572326,1172.3394025157234,20759.725849056606
448,114430.66,676865.49,66979708.19,2015,ALECRIM,RS,2015ALECRIMRS,25451461.72,56811.29848214285,255.42558035714288,1510.8604687499999,149508.27720982142
3580,1647315.48,7045186.2299999995,465655906.35,2015,ALEGRE,ES,2015ALEGREES,253782394.84999996,70888.93710893854,460.14398882681564,1967.9291145251395,130071.48222067038
11365,6167665.43,17142638.83,1947519095.8200002,2015,ALEGRETE,RS,2015ALEGRETERS,846909883.9599999,74519.1274931808,542.689435107787,1508.3712124945007,171361.11709810823
198,133476.99,102264.46,3638572.18,2015,ALEGRETE DO PIAUI,PI,2015ALEGRETE DO PIAUIPI,7332684.85,37033.76186868687,674.126212121212,516.4871717171718,18376.627171717173
327,48725.530000000006,240843.97,48674304.00000001,2015,ALEGRIA,RS,2015ALEGRIARS,20763669.880000003,63497.46140672784,149.0077370030581,736.5259021406728,148851.08256880735
1846,679782.98,1577584.79,83961655.64999999,2015,ALENQUER,PA,2015ALENQUERPA,79547158.86999999,43091.63535752978,368.2464680390033,854.5963109425785,45483.02039544962
616,187977.30000000002,447997.3,22265102.46,2015,ALEXANDRIA,RN,2015ALEXANDRIARN,32385834.82,52574.407175324675,305.1579545454546,727.2683441558441,36144.646850649355
2355,1959359.73,3757579.52,169505713.04,2015,ALEXANIA,GO,2015ALEXANIAGO,109301427.26,46412.495651804675,831.9998853503184,1595.5751677282378,71976.94821231422
9929,5723077.38,15886490.34,2242422760.16,2015,ALFENAS,MG,2015ALFENASMG,811588961.1099999,81739.24474871586,576.4001792728371,1600.0090986000605,225845.78106153692
1041,225835.5,1427719.15,211389689.31,2015,ALFREDO CHAVES,ES,2015ALFREDO CHAVESES,74630353.41,71691.02152737752,216.94092219020172,1371.4881364073005,203064.06273775216
466,212570.64,806465.02,68578691.13000001,2015,ALFREDO MARCONDES,SP,2015ALFREDO MARCONDESSP,32135786.589999996,68960.91542918453,456.1601716738197,1730.6116309012875,147164.57324034336
318,209392.23,465282.58999999997,62810696.63,2015,ALFREDO VASCONCELOS,MG,2015ALFREDO VASCONCELOSMG,19435166.92,61116.87710691824,658.4661320754718,1463.1527987421382,197517.9139308176
483,76558.69,354858.53,72911191.69,2015,ALFREDO WAGNER,SC,2015ALFREDO WAGNERSC,30288476.26,62709.06057971015,158.50660455486542,734.6967494824016,150954.8482194617
46,10701.5,6647.379999999999,725469.8,2015,ALGODAO DE JANDAIRA,PB,2015ALGODAO DE JANDAIRAPB,2427704.48,52776.18434782609,232.64130434782606,144.50826086956522,15771.082608695651
598,267228.47,429296.6,16417322.639999999,2015,ALHANDRA,PB,2015ALHANDRAPB,26238783.779999997,43877.564849498325,446.8703511705686,717.8872909698996,27453.716789297654
1342,569935.84,1181998.55,65458391.989999995,2015,ALIANCA,PE,2015ALIANCAPE,58741092.239999995,43771.30569299553,424.6913859910581,880.7738822652758,48776.74514903129
435,108687.18,458403.33999999997,42106691.21,2015,ALIANCA DO TOCANTINS,TO,2015ALIANCA DO TOCANTINSTO,19545378.749999996,44931.90517241378,249.85558620689656,1053.8007816091954,96796.99128735632
200,94111.34,312517.71,5193890.97,2015,ALMADINA,BA,2015ALMADINABA,8201173.52,41005.8676,470.55670000000003,1562.58855,25969.454850000002
366,166346.03,372050.58,39934689.27,2015,ALMAS,TO,2015ALMASTO,18349146.25,50134.2793715847,454.49734972677595,1016.5316393442624,109111.17286885246
2671,5220679.24,5302016.51,69047540.63,2015,ALMEIRIM,PA,2015ALMEIRIMPA,150662198.92999998,56406.663770123545,1954.5785248970424,1985.0305166604267,25850.820153500565
3280,2894004.51,5346576.4,216926036.69,2015,ALMENARA,MG,2015ALMENARAMG,179138085.52000004,54615.269975609765,882.3184481707316,1630.0537804878047,66135.9867957317
238,51615.95,128032.20000000001,8100514.5200000005,2015,ALMINO AFONSO,RN,2015ALMINO AFONSORN,11332485.82,47615.486638655464,216.87373949579833,537.9504201680672,34035.77529411765
10585,5377027.949999999,9530645.08,1019030517.9699999,2015,ALMIRANTE TAMANDARE,PR,2015ALMIRANTE TAMANDAREPR,568318249.12,53690.90686065186,507.98563533301837,900.3915994331601,96271.18733774209
247,52643.5,175877.52000000002,56332250.199999996,2015,ALMIRANTE TAMANDARE DO SUL,RS,2015ALMIRANTE TAMANDARE DO SULRS,15359251.660000002,62183.20510121458,213.13157894736844,712.0547368421053,228065.7902834008
176,191772.16,294990.33,20704258.42,2015,ALOANDIA,GO,2015ALOANDIAGO,8132467.200000001,46207.200000000004,1089.6145454545456,1676.0814204545457,117637.83193181819
356,184728.30000000002,427524.52,32081772.6,2015,ALPERCATA,MG,2015ALPERCATAMG,18511006.950000003,51997.21053370787,518.8997191011237,1200.911573033708,90117.33876404494
517,70068.5,256244.15,73690092.92,2015,ALPESTRE,RS,2015ALPESTRERS,27818358.219999995,53807.26928433268,135.52901353965186,495.63665377176017,142534.02885880077
1715,906355.73,1836529.23,273181124.15000004,2015,ALPINOPOLIS,MG,2015ALPINOPOLISMG,117144946.20000002,68306.09107871722,528.487306122449,1070.862524781341,159289.2852186589
7438,3021504.56,8293749.17,1740816898.68,2015,ALTA FLORESTA,MT,2015ALTA FLORESTAMT,459190514.92999995,61735.7508644797,406.225404678677,1115.0509774132831,234043.68091960208
2085,414109.38,2580320.77,374572979.25,2015,ALTA FLORESTA D'OESTE,RO,2015ALTA FLORESTA D'OESTERO,113154975.59999998,54270.971510791365,198.61361151079137,1237.5639184652277,179651.30899280577
418,47274.0,338892.89,29716560.979999997,2015,ALTAIR,SP,2015ALTAIRSP,19992614.45,47829.2211722488,113.0956937799043,810.7485406698564,71092.25114832535
13112,10464904.96,17715197.3,1293071190.81,2015,ALTAMIRA,PA,2015ALTAMIRAPA,848308292.5899999,64697.09369966442,798.1166076876144,1351.0675183038436,98617.38795073214
126,85808.78,99763.51999999999,4738587.66,2015,ALTAMIRA DO MARANHAO,MA,2015ALTAMIRA DO MARANHAOMA,6299321.9399999995,49994.61857142857,681.0220634920635,791.7739682539682,37607.838571428576
188,32684.97,190017.1,31506279.12,2015,ALTAMIRA DO PARANA,PR,2015ALTAMIRA DO PARANAPR,10911116.760000002,58037.855106382995,173.8562234042553,1010.729255319149,167586.5910638298
269,43101.83,49593.659999999996,6651370.96,2015,ALTANEIRA,CE,2015ALTANEIRACE,8320940.260000001,30932.86342007435,160.22985130111525,184.36304832713753,24726.286096654276
587,163542.72,583283.22,102530801.63,2015,ALTEROSA,MG,2015ALTEROSAMG,41155184.910000004,70111.04754684838,278.60770017035776,993.6681771720614,174669.16802385007
685,523170.02999999997,1022685.77,32981371.089999996,2015,ALTINHO,PE,2015ALTINHOPE,32299775.13,47152.95639416058,763.7518686131385,1492.9719270072994,48147.986992700724
2075,766196.64,1935410.1500000001,518726774.0,2015,ALTINOPOLIS,SP,2015ALTINOPOLISSP,160195418.29000002,77202.6112240964,369.25139277108434,932.7277831325301,249988.80674698795
594,549265.19,611935.1,12771026.48,2015,ALTO ALEGRE,RR,2015ALTO ALEGRERR,28713392.240000002,48339.04417508417,924.6888720538719,1030.193771043771,21500.044579124577
300,45858.88,248925.31,51089018.260000005,2015,ALTO ALEGRE,RS,2015ALTO ALEGRERS,21372072.38,71240.24126666665,152.86293333333333,829.7510333333333,170296.72753333332
391,75884.11,220586.93,71312584.73,2015,ALTO ALEGRE,SP,2015ALTO ALEGRESP,29572443.24,75632.8471611253,194.07700767263427,564.1609462915601,182385.12718670076
324,132924.46,150514.82,4995492.300000001,2015,ALTO ALEGRE DO MARANHAO,MA,2015ALTO ALEGRE DO MARANHAOMA,10966923.67,33848.52984567902,410.2606790123457,464.5519135802469,15418.186111111112
713,126162.01,295172.61,12281271.26,2015,ALTO ALEGRE DO PINDARE,MA,2015ALTO ALEGRE DO PINDAREMA,24342657.48,34141.174586255256,176.9453155680224,413.98683029453014,17224.78437587658
572,120897.79000000001,433615.29,104197554.78,2015,ALTO ALEGRE DOS PARECIS,RO,2015ALTO ALEGRE DOS PARECISRO,22596852.740000002,39504.98730769232,211.35977272727274,758.0686888111888,182163.55730769233
2045,1913718.54,4659595.61,223450169.54,2015,ALTO ARAGUAIA,MT,2015ALTO ARAGUAIAMT,134334028.46,65689.01147188265,935.8036870415648,2278.5308606356966,109266.58657212714
196,62193.0,220618.83,29198097.48,2015,ALTO BELA VISTA,SC,2015ALTO BELA VISTASC,10637938.83,54275.1981122449,317.3112244897959,1125.606275510204,148969.8851020408
408,71192.04,216237.45,39254279.92999999,2015,ALTO BOA VISTA,MT,2015ALTO BOA VISTAMT,15062046.23,36916.7799754902,174.49029411764707,529.99375,96211.47041666665
503,78484.88,347103.98,53791508.529999994,2015,ALTO CAPARAO,MG,2015ALTO CAPARAOMG,18851450.23,37478.03226640159,156.03355864811132,690.0675546719681,106941.36884691847
314,84877.67,265037.5,57351399.970000006,2015,ALTO FELIZ,RS,2015ALTO FELIZRS,17423687.470000003,55489.450541401275,270.31105095541403,844.0684713375796,182647.77060509555
1374,230898.35,2028167.19,196103518.72,2015,ALTO GARCAS,MT,2015ALTO GARCASMT,103486560.15,75317.72936681223,168.0482896652111,1476.1042139737992,142724.54055312954
744,936997.6,1393629.3900000001,211383286.5,2015,ALTO HORIZONTE,GO,2015ALTO HORIZONTEGO,36349453.31,48856.792083333334,1259.405376344086,1873.1577822580646,284117.3205645161
650,114213.49,386152.51,61025475.86,2015,ALTO JEQUITIBA,MG,2015ALTO JEQUITIBAMG,28343524.46,43605.422246153845,175.71306153846155,594.0807846153846,93885.34747692308
282,122420.04,291075.98000000004,5631893.65,2015,ALTO LONGA,PI,2015ALTO LONGAPI,10487608.040000001,37190.09943262412,434.1136170212766,1032.1843262411348,19971.254078014186
545,144032.7,633310.7799999999,20972102.060000002,2015,ALTO PARAGUAI,MT,2015ALTO PARAGUAIMT,24595851.55,45130.0028440367,264.28018348623857,1162.0381284403668,38480.921211009176
1025,298340.7,1107875.44,226047695.54,2015,ALTO PARANA,PR,2015ALTO PARANAPR,66123195.63000001,64510.43476097562,291.06409756097565,1080.854087804878,220534.33711219515
163,38296.63,146605.03,30845002.1,2015,ALTO PARAISO,PR,2015ALTO PARAISOPR,10886905.73,66790.8326993865,234.94865030674845,899.4173619631902,189233.14171779144
1067,159362.47,1071800.5,108042360.66999999,2015,ALTO PARAISO,RO,2015ALTO PARAISORO,48371076.37,45333.71731021556,149.3556419868791,1004.4990627928771,101258.06998125585
659,319671.59,849249.8,142578171.28,2015,ALTO PARAISO DE GOIAS,GO,2015ALTO PARAISO DE GOIASGO,45342209.62,68804.56694992412,485.08587253414265,1288.69468892261,216355.34336874052
790,130147.01000000001,319867.81,76338807.51,2015,ALTO PARNAIBA,MA,2015ALTO PARNAIBAMA,35588390.55,45048.59563291139,164.7430506329114,404.8959620253164,96631.40191139242
651,94484.36,402572.61,111616856.55,2015,ALTO PIQUIRI,PR,2015ALTO PIQUIRIPR,42449004.2,65205.84362519202,145.13726574500768,618.3911059907833,171454.46474654376
404,139582.84000000003,747322.0,66697194.72999999,2015,ALTO RIO DOCE,MG,2015ALTO RIO DOCEMG,27705603.83,68578.2273019802,345.5020792079209,1849.8069306930693,165092.06616336634
558,249377.38,687362.25,38917593.72,2015,ALTO RIO NOVO,ES,2015ALTO RIO NOVOES,24970983.97,44750.867329749104,446.91286738351255,1231.8319892473116,69744.79161290322
494,167740.75999999998,269121.64,9824910.729999999,2015,ALTO SANTO,CE,2015ALTO SANTOCE,15133939.989999998,30635.506052631576,339.5561943319838,544.7806477732794,19888.483259109307
1192,580893.97,1610159.7000000002,243530165.82999998,2015,ALTO TAQUARI,MT,2015ALTO TAQUARIMT,72724510.27,61010.49519295302,487.32715604026845,1350.8051174496645,204303.83039429528
977,612808.26,482432.89,23140407.42,2015,ALTO DO RODRIGUES,RN,2015ALTO DO RODRIGUESRN,47468842.37,48586.32791197543,627.2346571136131,493.7900614124872,23685.166243602867
1889,1706824.75,2973988.17,56536876.370000005,2015,ALTOS,PI,2015ALTOSPI,89060093.31,47146.687829539434,903.5599523557438,1574.371715193224,29929.526929592375
1168,485143.52,963103.2000000001,183312873.43000004,2015,ALTONIA,PR,2015ALTONIAPR,77104646.94000001,66014.2525171233,415.362602739726,824.5746575342466,156945.9532791096
3262,9733319.08,11789820.459999999,154906533.73,2015,ALUMINIO,SP,2015ALUMINIOSP,181278024.41,55572.662296137336,2983.850116492949,3614.2919865113427,47488.20776517473
168,68876.59,63984.200000000004,14507609.540000001,2015,ALVARENGA,MG,2015ALVARENGAMG,7351059.840000001,43756.30857142857,409.9797023809524,380.85833333333335,86354.8186904762
274,59111.1,112114.92000000001,1175242.21,2015,ALVARAES,AM,2015ALVARAESAM,12388755.139999999,45214.434817518246,215.7339416058394,409.17854014598544,4289.205145985402
232,41835.8,134914.78,37492160.88,2015,ALVINLANDIA,SP,2015ALVINLANDIASP,14409144.47,62108.3813362069,180.32672413793102,581.5292241379311,161604.1417241379
929,341280.3,1397136.24,217947314.28,2015,ALVINOPOLIS,MG,2015ALVINOPOLISMG,84759541.60000001,91237.39677072121,367.3630785791173,1503.9141442411196,234604.21343379977
21534,14675587.459999999,24173057.09,1420308638.28,2015,ALVORADA,RS,2015ALVORADARS,1052527789.8199999,48877.486292374844,681.5077301012352,1122.5530365932943,65956.56349400948
1200,524098.5,1618067.56,315555843.07000005,2015,ALVORADA,TO,2015ALVORADATO,58162828.04000001,48469.023366666675,436.74875000000003,1348.3896333333334,262963.2025583334
1260,360787.32,1850735.74,192324937.36,2015,ALVORADA D'OESTE,RO,2015ALVORADA D'OESTERO,65715710.19,52155.325547619046,286.33914285714286,1468.837888888889,152638.8391746032
201,84039.69,181618.37,11254844.75,2015,ALVORADA DE MINAS,MG,2015ALVORADA DE MINASMG,9298017.179999998,46258.7919402985,418.1079104477612,903.5739800995025,55994.2524875622
177,33040.5,170373.97,13100142.44,2015,ALVORADA DO GURGUEIA,PI,2015ALVORADA DO GURGUEIAPI,6890842.840000001,38931.31548022599,186.66949152542372,962.5648022598871,74012.10418079096
589,338680.63,1162990.97,72766809.13999999,2015,ALVORADA DO NORTE,GO,2015ALVORADA DO NORTEGO,26082892.37,44283.348675721565,575.009558573854,1974.5177758913414,123542.96967741934
1077,294283.89,769098.76,293777123.58,2015,ALVORADA DO SUL,PR,2015ALVORADA DO SULPR,94110477.2,87382.05868152276,273.24409470752084,714.1121262766945,272773.5594986072
4122,2204740.27,7372436.21,549801556.0,2015,ALEM PARAIBA,MG,2015ALEM PARAIBAMG,269906199.42,65479.427321688505,534.871487142164,1788.5580325084911,133382.23095584667
